cust_id,country,cust_name,cust_type
CUST-02538,ID,Sari Halim,Regular
CUST-02539,ID,Anisa Lestari,Regular
CUST-02540,ID,Eka Halim,Regular
CUST-02541,ID,Sari Nugroho,Regular
CUST-02542,ID,Bambang Lestari,Regular
CUST-02543,ID,Eka Utami,Regular
CUST-02544,ID,Wulan Tjahyono,Silver
CUST-02545,SG,Goh Aaron,Gold
CUST-02546,ID,Nur Pamungkas,Regular
CUST-02547,ID,Sari Wijaya,Regular
CUST-02548,ID,Indra Mahendra,Gold
CUST-02549,ID,Cahyo Sutanto,Platinum
CUST-02550,ID,Yoga Rahmawati,Regular
CUST-02551,MY,Azlan Nasir,Regular
CUST-02552,ID,Dwi Lestari,Silver
CUST-02553,ID,Cahyo Sutanto,Gold
CUST-02554,ID,Yoga Halim,Silver
CUST-02555,ID,Dwi Halim,Silver
CUST-02556,ID,Wulan Pratama,Regular
CUST-02557,ID,Rudi Rahmawati,Regular
CUST-02558,ID,Anisa Halim,Regular
CUST-02559,MY,Mohd Basri,Silver
CUST-02560,ID,Indra Lestari,Regular
CUST-02561,ID,Cahyo Nugroho,Gold
CUST-02562,ID,Wulan Saputra,Regular
CUST-02563,ID,Andi Wibowo,Regular
CUST-02564,ID,Bambang Nugroho,Regular
CUST-02565,SG,Lim Rachel,Silver
CUST-02566,MY,Siti Idris,Regular
CUST-02567,ID,Fajar Rahmawati,Silver
CUST-02568,ID,Dewi Saputra,Silver
CUST-02569,ID,Rina Ramadhani,Silver
CUST-02570,SG,Goh Daniel,Regular
CUST-02571,SG,Chew Jia Hui,Regular
CUST-02572,ID,Bambang Santoso,Regular
CUST-02573,ID,Rizki Ramadhani,Silver
CUST-02574,MY,Zulkifli Halim,Silver
CUST-02575,ID,Rudi Wibowo,Regular
CUST-02576,ID,Yoga Gunawan,Silver
CUST-02577,ID,Sari Ramadhani,Regular
CUST-02578,ID,Agus Wijaya,Silver
CUST-02579,ID,Sari Wibowo,Regular
CUST-02580,MY,Hafiz Idris,Regular
CUST-02581,MY,Hanis Hisyam,Regular
CUST-02582,MY,Ahmad Halim,Silver
CUST-02583,ID,Wulan Saputra,Regular
CUST-02584,ID,Cahyo Utami,Regular
CUST-02585,ID,Dwi Siregar,Silver
CUST-02586,ID,Yoga Santoso,Silver
CUST-02587,MY,Ahmad Othman,Regular
CUST-02588,ID,Cahyo Utami,Platinum
CUST-02589,ID,Nur Permata,Platinum
CUST-02590,ID,Putri Tjahyono,Regular
CUST-02591,MY,Siti Abdullah,Gold
CUST-02592,ID,Wulan Permata,Silver
CUST-02593,ID,Yoga Gunawan,Gold
CUST-02594,ID,Sari Lestari,Regular
CUST-02595,ID,Agus Wijaya,Gold
CUST-02596,ID,Sari Halim,Silver
CUST-02597,ID,Rudi Gunawan,Silver
CUST-02598,ID,Anisa Pamungkas,Silver
CUST-02599,ID,Agus Sutanto,Regular
CUST-02600,ID,Rina Halim,Silver
CUST-02601,ID,Rudi Nugroho,Gold
CUST-02602,ID,Rizki Ramadhani,Silver
CUST-02603,ID,Indra Lestari,Silver
CUST-02604,SG,Ng Rachel,Regular
CUST-02605,ID,Cahyo Siregar,Silver
CUST-02606,ID,Ayu Tjahyono,Regular
CUST-02607,ID,Dwi Lestari,Gold
CUST-02608,SG,Koh Wei Ming,Regular
CUST-02609,ID,Nur Santoso,Regular
CUST-02610,MY,Nadia Hassan,Silver
CUST-02611,MY,Aina Salleh,Silver
CUST-02612,SG,Koh Jia Hui,Regular
CUST-02613,SG,Chua Nicholas,Regular
CUST-02614,ID,Fajar Siregar,Regular
CUST-02615,ID,Rudi Wijaya,Gold
CUST-02616,SG,Koh Hui Min,Regular
CUST-02617,ID,Yoga Lestari,Regular
CUST-02618,ID,Putri Permata,Silver
CUST-02619,MY,Haziq Razak,Regular
CUST-02620,ID,Rudi Saputra,Silver
CUST-02621,SG,Chua Rachel,Regular
CUST-02622,ID,Andi Wibowo,Regular
CUST-02623,ID,Rudi Siregar,Regular
CUST-02624,MY,Amir Othman,Regular
CUST-02625,ID,Bambang Hidayat,Regular
CUST-02626,MY,Khairul Aziz,Regular
CUST-02627,SG,Chua Rachel,Silver
CUST-02628,SG,Goh Aaron,Silver
CUST-02629,MY,Siti Nasir,Regular
CUST-02630,MY,Nadia Hassan,Platinum
CUST-02631,MY,Haziq Razak,Regular
CUST-02632,ID,Nur Sutanto,Regular
CUST-02633,ID,Fajar Gunawan,Silver
CUST-02634,ID,Rizki Permata,Regular
CUST-02635,MY,Aina Idris,Regular
CUST-02636,ID,Fajar Gunawan,Regular
CUST-02637,ID,Putri Wibowo,Regular
CUST-02638,MY,Azlan Yusof,Regular
CUST-02639,ID,Bambang Pamungkas,Regular
CUST-02640,ID,Rina Nuraini,Silver
CUST-02641,ID,Fajar Permata,Gold
CUST-02642,MY,Azlan Halim,Regular
CUST-02643,MY,Zulkifli Aziz,Regular
CUST-02644,ID,Rina Sutanto,Gold
CUST-02645,SG,Chew Wei Ming,Regular
CUST-02646,ID,Nur Wibowo,Gold
CUST-02647,MY,Aina Roslan,Regular
CUST-02648,ID,Fajar Mahendra,Regular
CUST-02649,SG,Goh Daniel,Regular
CUST-02650,MY,Siti Ismail,Silver
CUST-02651,MY,Mohd Halim,Silver
CUST-02652,ID,Dewi Wibowo,Regular
CUST-02653,ID,Sari Mahendra,Regular
CUST-02654,ID,Anisa Utami,Silver
CUST-02655,ID,Agus Permata,Regular
CUST-02656,ID,Wulan Utami,Platinum
CUST-02657,MY,Azlan Yusof,Gold
CUST-02658,SG,Yeo Jun Jie,Gold
CUST-02659,ID,Rina Sutanto,Regular
CUST-02660,ID,Rizki Mahendra,Regular
CUST-02661,ID,Cahyo Utami,Silver
CUST-02662,ID,Eka Tjahyono,Regular
CUST-02663,ID,Eka Gunawan,Silver
CUST-02664,ID,Bambang Siregar,Regular
CUST-02665,ID,Dewi Sutanto,Regular
CUST-02666,MY,Zulkifli Kamal,Silver
CUST-02667,ID,Anisa Lestari,Gold
CUST-02668,ID,Dwi Nuraini,Silver
CUST-02669,MY,Khairul Razak,Gold
CUST-02670,ID,Andi Rahmawati,Silver
CUST-02671,MY,Ahmad Zainal,Platinum
CUST-02672,SG,Yeo Natalie,Gold
CUST-02673,ID,Rina Gunawan,Gold
CUST-02674,MY,Khairul Zainal,Regular
CUST-02675,ID,Sari Siregar,Silver
CUST-02676,ID,Yoga Nugroho,Regular
CUST-02677,ID,Fajar Halim,Gold
CUST-02678,ID,Dewi Ramadhani,Silver
CUST-02679,ID,Indra Santoso,Gold
CUST-02680,ID,Eka Nuraini,Regular
CUST-02681,MY,Aisyah Latif,Silver
CUST-02682,ID,Wulan Wibowo,Regular
CUST-02683,SG,Ng Jing Yi,Regular
CUST-02684,ID,Nur Gunawan,Regular
CUST-02685,ID,Rina Halim,Silver
CUST-02686,MY,Khairul Roslan,Regular
CUST-02687,ID,Rina Lestari,Gold
CUST-02688,ID,Andi Wijaya,Regular
CUST-02689,SG,Lee Jia Hui,Regular
CUST-02690,SG,Chew Wei Ming,Regular
CUST-02691,ID,Agus Pratama,Regular
CUST-02692,MY,Hafiz Zainal,Gold
CUST-02693,ID,Fajar Permata,Silver
CUST-02694,SG,Chan Natalie,Regular
CUST-02695,MY,Faiz Idris,Gold
CUST-02696,ID,Sari Santoso,Regular
CUST-02697,ID,Dwi Nuraini,Silver
CUST-02698,ID,Rina Wibowo,Gold
CUST-02699,ID,Bambang Gunawan,Platinum
CUST-02700,ID,Agus Wibowo,Regular
CUST-02701,SG,Teo Aaron,Regular
CUST-02702,ID,Rina Utami,Gold
CUST-02703,ID,Sari Wijaya,Gold
CUST-02704,MY,Aisyah Latif,Regular
CUST-02705,ID,Putri Sutanto,Silver
CUST-02706,ID,Wulan Sutanto,Regular
CUST-02707,ID,Rizki Nugroho,Regular
CUST-02708,ID,Yoga Tjahyono,Regular
CUST-02709,ID,Dwi Wibowo,Silver
CUST-02710,ID,Rina Wijaya,Regular
CUST-02711,ID,Rina Lestari,Regular
CUST-02712,MY,Nabila Nasir,Regular
CUST-02713,ID,Andi Wijaya,Gold
CUST-02714,MY,Aisyah Kamal,Regular
CUST-02715,ID,Dewi Nuraini,Regular
CUST-02716,ID,Sari Sutanto,Regular
CUST-02717,ID,Ayu Mahendra,Regular
CUST-02718,ID,Dwi Mahendra,Regular
CUST-02719,ID,Putri Nugroho,Regular
CUST-02720,ID,Dewi Pamungkas,Regular
CUST-02721,SG,Chua Daniel,Regular
CUST-02722,ID,Bambang Rahmawati,Regular
CUST-02723,ID,Agus Lestari,Platinum
CUST-02724,MY,Aisyah Salleh,Regular
CUST-02725,ID,Ayu Siregar,Regular
CUST-02726,ID,Agus Pratama,Silver
CUST-02727,ID,Bambang Permata,Gold
CUST-02728,ID,Bambang Halim,Silver
CUST-02729,SG,Koh Nicholas,Silver
CUST-02730,ID,Nur Pratama,Gold
CUST-02731,MY,Aisyah Halim,Silver
CUST-02732,SG,Chew Yi Ling,Gold
CUST-02733,ID,Cahyo Hidayat,Silver
CUST-02734,ID,Ayu Halim,Regular
CUST-02735,ID,Rizki Santoso,Silver
CUST-02736,ID,Dwi Gunawan,Silver
CUST-02737,ID,Ayu Wibowo,Regular
CUST-02738,ID,Fajar Sutanto,Silver
CUST-02739,SG,Goh Wei Ming,Silver
CUST-02740,ID,Nur Sutanto,Regular
CUST-02741,ID,Wulan Tjahyono,Regular
CUST-02742,ID,Andi Hidayat,Gold
CUST-02743,MY,Faiz Halim,Silver
CUST-02744,ID,Yoga Wijaya,Regular
CUST-02745,ID,Rina Sutanto,Regular
CUST-02746,ID,Cahyo Tjahyono,Gold
CUST-02747,ID,Dewi Nuraini,Regular
CUST-02748,ID,Nur Pratama,Silver
CUST-02749,MY,Khairul Kamal,Gold
CUST-02750,ID,Yoga Santoso,Regular
CUST-02751,ID,Dewi Lestari,Platinum
CUST-02752,ID,Ayu Nuraini,Silver
CUST-02753,ID,Nur Nugroho,Silver
CUST-02754,ID,Anisa Wibowo,Regular
CUST-02755,ID,Dwi Halim,Silver
CUST-02756,ID,Dewi Pratama,Regular
CUST-02757,MY,Farah Abdullah,Gold
CUST-02758,MY,Aisyah Zainal,Silver
CUST-02759,ID,Dwi Gunawan,Regular
CUST-02760,MY,Nabila Othman,Gold
CUST-02761,ID,Rudi Permata,Regular
CUST-02762,SG,Tan Mei Ling,Gold
CUST-02763,ID,Indra Rahmawati,Regular
CUST-02764,ID,Rina Ramadhani,Silver
CUST-02765,MY,Nurul Othman,Regular
CUST-02766,MY,Nabila Nasir,Regular
CUST-02767,ID,Rudi Gunawan,Gold
CUST-02768,ID,Yoga Mahendra,Silver
CUST-02769,ID,Eka Utami,Silver
CUST-02770,ID,Agus Saputra,Gold
CUST-02771,MY,Hakim Othman,Gold
CUST-02772,SG,Chua Sarah,Regular
CUST-02773,MY,Haziq Idris,Regular
CUST-02774,ID,Anisa Wijaya,Silver
CUST-02775,ID,Fajar Ramadhani,Regular
CUST-02776,ID,Putri Santoso,Regular
CUST-02777,ID,Cahyo Ramadhani,Silver
CUST-02778,ID,Rudi Gunawan,Regular
CUST-02779,ID,Agus Wijaya,Silver
CUST-02780,SG,Lim Mei Ling,Platinum
CUST-02781,ID,Rudi Ramadhani,Platinum
CUST-02782,ID,Eka Pratama,Regular
CUST-02783,ID,Rina Gunawan,Regular
CUST-02784,ID,Agus Santoso,Regular
CUST-02785,SG,Goh Jing Yi,Regular
CUST-02786,MY,Farah Jamal,Regular
CUST-02787,MY,Nadia Aziz,Gold
CUST-02788,ID,Fajar Saputra,Regular
CUST-02789,ID,Indra Utami,Regular
CUST-02790,ID,Dwi Sutanto,Regular
CUST-02791,ID,Sari Mahendra,Regular
CUST-02792,ID,Cahyo Halim,Silver
CUST-02793,ID,Sari Gunawan,Silver
CUST-02794,SG,Chew Rachel,Regular
CUST-02795,MY,Nabila Latif,Regular
CUST-02796,MY,Azlan Rahman,Regular
CUST-02797,ID,Eka Wibowo,Silver
CUST-02798,ID,Putri Mahendra,Silver
CUST-02799,ID,Ayu Sutanto,Regular
CUST-02800,ID,Rina Wibowo,Silver
CUST-02801,ID,Cahyo Pamungkas,Regular
CUST-02802,SG,Tan Chloe,Regular
CUST-02803,ID,Eka Ramadhani,Silver
CUST-02804,ID,Nur Pratama,Silver
CUST-02805,ID,Ayu Utami,Silver
CUST-02806,SG,Tan Aaron,Regular
CUST-02807,MY,Nurul Razak,Gold
CUST-02808,ID,Cahyo Pratama,Regular
CUST-02809,SG,Quek Aaron,Silver
CUST-02810,ID,Ayu Wibowo,Gold
CUST-02811,MY,Azlan Shah,Regular
CUST-02812,ID,Rudi Wibowo,Regular
CUST-02813,ID,Rina Sutanto,Regular
CUST-02814,ID,Anisa Nugroho,Regular
CUST-02815,SG,Goh Aaron,Silver
CUST-02816,ID,Indra Gunawan,Regular
CUST-02817,ID,Fajar Wibowo,Regular
CUST-02818,ID,Ayu Permata,Regular
CUST-02819,ID,Ayu Pratama,Gold
CUST-02820,ID,Rina Santoso,Regular
CUST-02821,MY,Aina Latif,Gold
CUST-02822,ID,Sari Tjahyono,Regular
CUST-02823,ID,Sari Ramadhani,Silver
CUST-02824,ID,Rizki Ramadhani,Regular
CUST-02825,ID,Andi Pamungkas,Regular
CUST-02826,MY,Haziq Jamal,Gold
CUST-02827,ID,Rina Hidayat,Silver
CUST-02828,ID,Sari Halim,Gold
CUST-02829,ID,Anisa Saputra,Regular
CUST-02830,ID,Cahyo Santoso,Silver
CUST-02831,SG,Koh Jia Hui,Regular
CUST-02832,ID,Rudi Siregar,Regular
CUST-02833,ID,Andi Wijaya,Regular
CUST-02834,ID,Dwi Halim,Silver
CUST-02835,ID,Dewi Santoso,Silver
CUST-02836,MY,Haziq Aziz,Platinum
CUST-02837,MY,Azlan Abdullah,Gold
CUST-02838,ID,Rizki Utami,Gold
CUST-02839,MY,Amir Rahman,Gold
CUST-02840,ID,Bambang Rahmawati,Gold
CUST-02841,MY,Mohd Nasir,Silver
CUST-02842,MY,Haziq Roslan,Gold
CUST-02843,ID,Eka Rahmawati,Gold
CUST-02844,ID,Anisa Gunawan,Regular
CUST-02845,ID,Cahyo Pamungkas,Silver
CUST-02846,ID,Ayu Permata,Regular
CUST-02847,ID,Andi Wibowo,Regular
CUST-02848,ID,Eka Santoso,Regular
CUST-02849,MY,Amir Zainal,Silver
CUST-02850,MY,Amir Salleh,Regular
CUST-02851,ID,Nur Nuraini,Silver
CUST-02852,ID,Bambang Rahmawati,Regular
CUST-02853,MY,Farah Salleh,Silver
CUST-02854,SG,Chan Jing Yi,Regular
CUST-02855,ID,Rudi Wijaya,Regular
CUST-02856,ID,Yoga Mahendra,Regular
CUST-02857,ID,Ayu Pratama,Regular
CUST-02858,ID,Bambang Ramadhani,Regular
CUST-02859,MY,Zulkifli Roslan,Silver
CUST-02860,MY,Hafiz Razak,Regular
CUST-02861,MY,Syafiq Rahman,Regular
CUST-02862,ID,Cahyo Gunawan,Regular
CUST-02863,SG,Lee Daniel,Regular
CUST-02864,MY,Khairul Rahman,Regular
CUST-02865,ID,Dewi Wibowo,Regular
CUST-02866,ID,Bambang Mahendra,Silver
CUST-02867,ID,Rizki Mahendra,Regular
CUST-02868,ID,Rudi Gunawan,Regular
CUST-02869,ID,Eka Nuraini,Silver
CUST-02870,SG,Tan Hui Min,Gold
CUST-02871,MY,Azlan Roslan,Regular
CUST-02872,ID,Sari Rahmawati,Regular
CUST-02873,MY,Faiz Nasir,Silver
CUST-02874,MY,Ahmad Latif,Regular
CUST-02875,MY,Ahmad Othman,Silver
CUST-02876,SG,Lim Wei Ming,Regular
CUST-02877,MY,Ahmad Halim,Silver
CUST-02878,ID,Nur Siregar,Regular
CUST-02879,ID,Eka Nugroho,Regular
CUST-02880,ID,Putri Wijaya,Regular
CUST-02881,ID,Ayu Gunawan,Regular
CUST-02882,ID,Andi Lestari,Gold
CUST-02883,SG,Chew Yi Ling,Regular
CUST-02884,ID,Indra Saputra,Gold
CUST-02885,MY,Farah Ismail,Platinum
CUST-02886,SG,Quek Mei Ling,Regular
CUST-02887,ID,Indra Saputra,Silver
CUST-02888,ID,Rina Saputra,Regular
CUST-02889,SG,Chew Li Ting,Regular
CUST-02890,ID,Rudi Lestari,Regular
CUST-02891,SG,Koh Nicholas,Silver
CUST-02892,ID,Putri Pamungkas,Regular
CUST-02893,SG,Ng Chloe,Gold
CUST-02894,MY,Izzat Abdullah,Silver
CUST-02895,ID,Eka Tjahyono,Silver
CUST-02896,SG,Goh Jing Yi,Regular
CUST-02897,ID,Fajar Halim,Regular
CUST-02898,ID,Ayu Santoso,Regular
CUST-02899,ID,Cahyo Tjahyono,Regular
CUST-02900,ID,Wulan Permata,Regular
CUST-02901,ID,Rina Mahendra,Silver
CUST-02902,ID,Rudi Tjahyono,Gold
CUST-02903,ID,Anisa Wibowo,Silver
CUST-02904,ID,Bambang Hidayat,Regular
CUST-02905,ID,Bambang Nugroho,Regular
CUST-02906,ID,Wulan Hidayat,Silver
CUST-02907,ID,Dewi Nugroho,Regular
CUST-02908,ID,Dewi Mahendra,Regular
CUST-02909,ID,Nur Nugroho,Platinum
CUST-02910,ID,Dewi Wijaya,Regular
CUST-02911,SG,Lee Mei Ling,Regular
CUST-02912,ID,Sari Wibowo,Silver
CUST-02913,MY,Hanis Razak,Silver
CUST-02914,ID,Putri Gunawan,Silver
CUST-02915,ID,Agus Pratama,Regular
CUST-02916,ID,Bambang Halim,Regular
CUST-02917,ID,Wulan Sutanto,Regular
CUST-02918,ID,Bambang Siregar,Regular
CUST-02919,ID,Rina Rahmawati,Regular
CUST-02920,MY,Nabila Zainal,Regular
CUST-02921,ID,Rina Halim,Regular
CUST-02922,MY,Mohd Halim,Regular
CUST-02923,MY,Hanis Razak,Regular
CUST-02924,ID,Eka Siregar,Regular
CUST-02925,ID,Fajar Ramadhani,Silver
CUST-02926,ID,Agus Nuraini,Silver
CUST-02927,SG,Teo Yi Ling,Gold
CUST-02928,ID,Andi Wibowo,Regular
CUST-02929,MY,Nadia Abdullah,Regular
CUST-02930,MY,Zulkifli Halim,Regular
CUST-02931,ID,Nur Hidayat,Regular
CUST-02932,MY,Zulkifli Othman,Platinum
CUST-02933,ID,Wulan Lestari,Gold
CUST-02934,ID,Ayu Gunawan,Platinum
CUST-02935,ID,Indra Saputra,Regular
CUST-02936,ID,Andi Nugroho,Regular
CUST-02937,MY,Haziq Latif,Silver
CUST-02938,ID,Dewi Nugroho,Platinum
CUST-02939,ID,Rina Permata,Gold
CUST-02940,ID,Agus Lestari,Regular
CUST-02941,ID,Dwi Permata,Gold
CUST-02942,ID,Anisa Ramadhani,Silver
CUST-02943,SG,Yeo Wei Ming,Regular
CUST-02944,ID,Yoga Rahmawati,Regular
CUST-02945,ID,Eka Gunawan,Regular
CUST-02946,SG,Chew Wei Ming,Silver
CUST-02947,SG,Quek Mei Ling,Regular
CUST-02948,MY,Nadia Razak,Gold
CUST-02949,ID,Nur Permata,Silver
CUST-02950,ID,Eka Lestari,Silver
CUST-02951,ID,Sari Pratama,Regular
CUST-02952,ID,Fajar Hidayat,Regular
CUST-02953,ID,Anisa Santoso,Regular
CUST-02954,ID,Dwi Pratama,Regular
CUST-02955,MY,Zulkifli Aziz,Regular
CUST-02956,MY,Zulkifli Jamal,Regular
CUST-02957,ID,Dewi Wibowo,Regular
CUST-02958,ID,Putri Rahmawati,Gold
CUST-02959,ID,Sari Nugroho,Silver
CUST-02960,ID,Eka Wibowo,Regular
CUST-02961,MY,Hanis Jamal,Platinum
CUST-02962,MY,Syafiq Abdullah,Regular
CUST-02963,ID,Bambang Utami,Silver
CUST-02964,SG,Toh Sarah,Gold
CUST-02965,ID,Rudi Hidayat,Gold
CUST-02966,MY,Aina Idris,Silver
CUST-02967,ID,Rina Pamungkas,Silver
CUST-02968,ID,Nur Mahendra,Silver
CUST-02969,MY,Hakim Roslan,Gold
CUST-02970,ID,Agus Nuraini,Gold
CUST-02971,ID,Putri Nuraini,Gold
CUST-02973,ID,Fajar Nuraini,Regular
CUST-02974,ID,Ayu Saputra,Silver
CUST-02975,SG,Lee Jia Hui,Platinum
CUST-02976,ID,Rizki Tjahyono,Silver
CUST-02977,MY,Khairul Latif,Regular
CUST-02978,MY,Hakim Othman,Gold
CUST-02979,ID,Rudi Rahmawati,Silver
CUST-02980,SG,Chan Jing Yi,Silver
CUST-02981,ID,Sari Santoso,Gold
CUST-02982,ID,Andi Santoso,Silver
CUST-02983,MY,Faiz Basri,Regular
CUST-02984,MY,Hanis Basri,Regular
CUST-02985,ID,Dewi Halim,Regular
CUST-02986,ID,Rizki Wijaya,Silver
CUST-02987,ID,Eka Mahendra,Regular
CUST-02988,SG,Lau Jing Yi,Gold
CUST-02989,ID,Dewi Tjahyono,Regular
CUST-02990,SG,Toh Daniel,Silver
CUST-02991,ID,Rina Halim,Silver
CUST-02992,ID,Yoga Pamungkas,Regular
CUST-02993,SG,Teo Hui Min,Regular
CUST-02994,ID,Rizki Wijaya,Silver
CUST-02995,ID,Fajar Ramadhani,Silver
CUST-02996,ID,Dewi Sutanto,Silver
CUST-02997,ID,Putri Santoso,Regular
CUST-02998,ID,Rudi Wijaya,Gold
CUST-02999,ID,Agus Wibowo,Regular
CUST-03000,SG,Quek Sarah,Gold
CUST-03001,SG,Quek Rachel,Gold
CUST-03002,ID,Sari Utami,Silver
CUST-03003,ID,Dwi Tjahyono,Regular
CUST-03004,ID,Bambang Gunawan,Regular
CUST-03005,MY,Farah Yusof,Regular
CUST-03006,ID,Rina Saputra,Regular
CUST-03007,ID,Eka Ramadhani,Silver
CUST-03008,ID,Sari Sutanto,Regular
CUST-03009,ID,Andi Rahmawati,Gold
CUST-03010,ID,Putri Wibowo,Regular
CUST-03011,MY,Nabila Hisyam,Regular
CUST-03012,MY,Khairul Jamal,Regular
CUST-03013,SG,Chan Sarah,Regular
CUST-03014,ID,Ayu Santoso,Regular
CUST-03015,ID,Eka Pratama,Platinum
CUST-03016,ID,Anisa Siregar,Regular
CUST-03017,ID,Rizki Wijaya,Silver
CUST-03018,ID,Rina Permata,Gold
CUST-03019,MY,Aisyah Rahman,Regular
CUST-03020,ID,Rina Wibowo,Silver
CUST-03021,MY,Hakim Jamal,Regular
CUST-03022,ID,Andi Tjahyono,Regular
CUST-03023,ID,Rudi Utami,Regular
CUST-03024,ID,Eka Ramadhani,Regular
CUST-03025,ID,Bambang Wibowo,Regular
CUST-03026,ID,Rina Halim,Regular
CUST-03027,MY,Azlan Latif,Regular
CUST-03028,MY,Nabila Rahman,Platinum
CUST-03029,MY,Hanis Razak,Regular
CUST-03030,ID,Dewi Lestari,Silver
CUST-03031,MY,Hanis Ismail,Silver
CUST-03032,SG,Chua Daniel,Regular
CUST-03033,SG,Yeo Rachel,Gold
CUST-03034,MY,Hakim Basri,Regular
CUST-03035,ID,Bambang Tjahyono,Regular
CUST-03036,ID,Rizki Permata,Regular
CUST-03037,ID,Eka Utami,Regular
CUST-03038,ID,Rina Pratama,Gold
CUST-03039,ID,Nur Pratama,Gold
CUST-03040,ID,Dewi Nugroho,Gold
CUST-03041,ID,Rina Mahendra,Regular
CUST-03042,MY,Hakim Zainal,Silver
CUST-03043,MY,Azlan Othman,Regular
CUST-03044,ID,Nur Siregar,Regular
CUST-03045,MY,Syafiq Idris,Regular
CUST-03046,ID,Rina Mahendra,Regular
CUST-03047,ID,Yoga Santoso,Silver
CUST-03048,ID,Yoga Tjahyono,Gold
CUST-03049,ID,Dewi Lestari,Platinum
CUST-03050,SG,Lee Jia Hui,Gold
CUST-03051,ID,Sari Rahmawati,Silver
CUST-03052,ID,Wulan Pamungkas,Regular
CUST-03053,ID,Fajar Halim,Regular
CUST-03054,MY,Khairul Yusof,Regular
CUST-03055,ID,Rina Gunawan,Regular
CUST-03056,ID,Nur Santoso,Silver
CUST-03057,ID,Wulan Ramadhani,Silver
CUST-03058,ID,Rizki Santoso,Silver
CUST-03059,ID,Agus Pratama,Regular
CUST-03060,ID,Anisa Gunawan,Silver
CUST-03061,MY,Aisyah Latif,Regular
CUST-03062,MY,Farah Ismail,Gold
CUST-03063,ID,Rizki Halim,Regular
CUST-03064,ID,Andi Rahmawati,Regular
CUST-03065,ID,Cahyo Wijaya,Regular
CUST-03066,ID,Dwi Halim,Silver
CUST-03067,ID,Yoga Lestari,Gold
CUST-03068,ID,Ayu Rahmawati,Regular
CUST-03069,ID,Nur Nuraini,Regular
CUST-03070,ID,Yoga Halim,Regular
CUST-03071,ID,Andi Utami,Regular
CUST-03072,ID,Rudi Gunawan,Regular
CUST-03073,MY,Syafiq Aziz,Regular
CUST-03074,ID,Rudi Nugroho,Silver
CUST-03075,SG,Chua Hui Min,Regular
CUST-03076,ID,Rina Hidayat,Regular
CUST-03077,MY,Amir Othman,Regular
CUST-03078,SG,Lau Nicholas,Regular
CUST-03079,ID,Wulan Utami,Regular
CUST-03080,ID,Rizki Santoso,Gold
CUST-03081,ID,Eka Ramadhani,Regular
CUST-03082,MY,Ahmad Abdullah,Regular
CUST-03083,MY,Aina Abdullah,Silver
CUST-03084,ID,Rina Pratama,Regular
CUST-03085,ID,Nur Tjahyono,Regular
CUST-03086,ID,Dwi Gunawan,Gold
CUST-03087,ID,Ayu Halim,Platinum
CUST-03088,ID,Indra Permata,Regular
CUST-03089,ID,Cahyo Santoso,Gold
CUST-03090,ID,Agus Wibowo,Regular
CUST-03091,ID,Eka Halim,Regular
CUST-03092,ID,Yoga Rahmawati,Regular
CUST-03093,ID,Sari Siregar,Regular
CUST-03094,ID,Andi Pamungkas,Silver
CUST-03095,ID,Dewi Lestari,Gold
CUST-03096,ID,Cahyo Tjahyono,Gold
CUST-03097,SG,Tan Rachel,Regular
CUST-03098,MY,Farah Ismail,Regular
CUST-03099,ID,Rina Permata,Regular
CUST-03100,ID,Rudi Rahmawati,Silver
CUST-03101,MY,Nurul Jamal,Regular
CUST-03102,ID,Agus Utami,Regular
CUST-03103,MY,Mohd Shah,Regular
CUST-03104,ID,Anisa Santoso,Regular
CUST-03105,ID,Fajar Saputra,Silver
CUST-03106,ID,Rudi Rahmawati,Regular
CUST-03107,ID,Indra Lestari,Regular
CUST-03108,MY,Azlan Hisyam,Silver
CUST-03109,ID,Eka Mahendra,Silver
CUST-03110,MY,Syafiq Roslan,Regular
CUST-03111,ID,Ayu Halim,Regular
CUST-03112,ID,Andi Saputra,Regular
CUST-03113,ID,Rizki Wibowo,Regular
CUST-03114,ID,Bambang Nuraini,Gold
CUST-03115,ID,Indra Siregar,Regular
CUST-03116,ID,Rina Lestari,Regular
CUST-03117,ID,Putri Utami,Regular
CUST-03118,ID,Bambang Hidayat,Regular
CUST-03119,ID,Rudi Siregar,Regular
CUST-03120,MY,Farah Salleh,Regular
CUST-03121,ID,Cahyo Wibowo,Silver
CUST-03122,ID,Eka Rahmawati,Silver
CUST-03123,ID,Anisa Wibowo,Silver
CUST-03124,ID,Dwi Utami,Regular
CUST-03125,ID,Rudi Wibowo,Gold
CUST-03126,MY,Aisyah Roslan,Regular
CUST-03127,ID,Sari Permata,Gold
CUST-03128,ID,Eka Wijaya,Regular
CUST-03129,MY,Syafiq Hisyam,Regular
CUST-03130,ID,Fajar Permata,Regular
CUST-03131,MY,Nurul Salleh,Silver
CUST-03132,SG,Tan Mei Ling,Silver
CUST-03133,ID,Agus Hidayat,Gold
CUST-03134,ID,Rina Sutanto,Regular
CUST-03135,ID,Yoga Siregar,Platinum
CUST-03136,ID,Wulan Halim,Regular
CUST-03137,MY,Izzat Idris,Regular
CUST-03138,ID,Indra Permata,Gold
CUST-03139,ID,Fajar Wijaya,Gold
CUST-03140,ID,Fajar Sutanto,Gold
CUST-03141,MY,Aina Halim,Regular
CUST-03142,ID,Cahyo Rahmawati,Gold
